#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3481467	5610	103	111596	106617	-	RP11-61L14.5	EIF2AK2	ADAR	EIF2AK1|PKR|PPP1R83|PRKR	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	1768.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	P19525	Q8IW76	NP_001129123|NP_002750|NP_001129124	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3482340	1195	103	107606	106617	-	RP11-61L14.5	CLK1	ADAR	CLK|CLK/STY|STY	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	68.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	P49759	-	NP_004062|NP_001155879	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3483176	6733	103	112611	106617	-	RP11-61L14.5	SRPK2	ADAR	SFRSK2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	68.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	P78362	A0A024R704	NP_872633|NP_001265202|NP_872634	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3483701	5062	103	111098	106617	-	RP11-61L14.5	PAK2	ADAR	PAK65|PAKgamma	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	68.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	Q13177	A8K5M4	NP_002568	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3485642	8999	103	114479	106617	-	RP11-61L14.5	CDKL2	ADAR	KKIAMRE|P56	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	102.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	Q92772	J3KNE8	NP_003939	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3488178	59272	103	121864	106617	UNQ868/PRO1885	RP11-61L14.5	ACE2	ADAR	ACEH	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Jin S (2022)	PUBMED:36057605	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3502985	25976	103	117460	106617	-	RP11-61L14.5	TIPARP	ADAR	ARTD14|PARP7|pART14	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Chen H (2022)	PUBMED:35439318	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q7Z3E1	Q05BQ2	NP_001171647|NP_001171646|NP_056323	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3512529	899	103	107339	106617	-	RP11-61L14.5	CCNF	ADAR	FBX1|FBXO1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Siebert A (2022)	PUBMED:36114006	9606	9606	High Throughput	-	-	-	-	BIOGRID	P41002	Q59HD0	NP_001752|NP_001310467	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3519880	440730	103	136847	106617	-	RP11-61L14.5	TRIM67	ADAR	TNL	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Demirdizen E (2022)	PUBMED:36215168	9606	9606	High Throughput|Low Throughput	-	-	-	-	BIOGRID	Q6ZTA4	-	NP_001287818|NP_001004342	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3524914	10963	103	116162	106617	-	RP11-61L14.5	STIP1	ADAR	HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Bhattacharya K (2020)	PUBMED:33239621	9606	9606	High Throughput	-	-	-	-	BIOGRID	P31948	V9HW72	NP_001269581|NP_001269582|NP_006810	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
